AgentID,Tgt_3YN,Age_Grp,Gender,Apply_CH,re_hire_freq_grp,Q2,Q7,Q8,Q18,Q22,Q38,rank_INDEX14,rank_INDEX18,rank_INDEX23,rank_INDEX27,rank_INDEX28,rank_INDEX29,rank_INDEX32,rank_INDEX44,rank_INDEX93,rank_AVG_AMT_6M
569,0,40G,1,Vender,3,2,3,3,1,2,1,3,0,1,0,0,0,0,0,0,2
570,0,5060G,2,MGM,2,3,4,4,2,1,2,2,1,1,1,1,3,0,0,2,7
571,0,30G,2,MGM,1,1,2,5,2,2,1,3,0,0,0,0,0,0,0,0,7
572,0,40G,1,MGM,3,1,2,3,2,5,1,3,0,2,2,3,0,1,1,1,5
573,0,5060G,2,MGM,2,3,1,4,1,6,1,2,0,0,0,0,2,0,0,0,5
574,0,5060G,2,MGM,2,1,2,4,1,4,1,0,2,2,2,2,3,2,2,2,6
575,0,5060G,2,Vender,1,3,2,4,2,3,2,2,1,1,1,1,2,0,0,1,1
576,0,5060G,2,MGM,2,2,2,4,1,1,2,0,3,3,3,3,3,3,3,3,1
577,0,40G,2,MGM,4~,3,1,7,3,4,2,2,0,0,0,0,0,0,0,0,3
578,0,5060G,2,MGM,3,4,1,5,2,1,1,1,2,2,2,2,3,3,3,2,2
579,0,5060G,1,MGM,4~,3,3,4,2,1,1,2,0,3,3,3,1,1,2,0,3
580,0,5060G,2,MGM,1,1,2,5,2,6,2,1,1,2,1,1,2,2,2,2,8
581,0,5060G,2,MGM,1,3,3,4,2,1,2,2,0,1,1,1,1,0,0,2,7
582,0,5060G,2,MGM,4~,3,3,4,2,1,2,3,1,1,2,2,2,3,3,0,6
583,0,5060G,2,MGM,2,1,2,6,2,1,1,1,2,2,2,2,3,1,1,0,9
584,1,40G,2,MGM,3,3,2,6,2,6,1,2,3,2,2,0,2,2,2,3,8
585,1,5060G,2,MGM,1,3,3,4,1,5,2,0,1,2,2,1,3,3,3,3,9
586,1,5060G,2,MGM,4~,3,2,5,1,1,1,1,1,3,1,1,1,0,0,2,6
587,0,40G,2,MGM,0,3,2,3,2,6,2,3,1,0,0,0,2,0,0,0,7
588,0,5060G,1,MGM,4~,2,2,6,2,1,1,3,0,2,2,3,0,1,1,0,5
589,0,5060G,2,MGM,3,4,3,3,2,1,1,0,3,3,3,3,0,3,2,3,4
590,0,5060G,2,MGM,2,1,2,3,2,1,2,0,3,3,3,3,3,3,3,3,8
591,1,40G,2,MGM,1,2,2,4,2,1,2,2,0,1,1,1,1,0,0,1,7
592,1,40G,1,Vender,3,1,2,1,2,5,1,2,0,2,0,0,0,0,0,1,8
593,0,40G,1,MGM,3,1,3,4,2,1,2,3,0,0,1,1,0,0,0,0,0
594,0,5060G,2,MGM,1,3,1,4,1,1,2,0,3,1,1,2,3,3,2,2,8
595,0,5060G,2,MGM,3,1,2,3,1,4,2,1,3,3,3,3,3,3,3,3,9
596,0,5060G,2,MGM,2,3,1,4,2,1,1,0,2,3,2,1,2,3,3,2,8
597,0,40G,2,MGM,1,3,1,3,3,2,2,2,1,1,2,1,1,0,1,1,8
598,0,40G,2,MGM,2,3,2,5,2,1,1,2,1,1,2,1,1,2,2,3,8
599,0,5060G,2,MGM,4~,3,3,4,1,1,1,0,3,3,3,3,3,3,3,2,9
600,1,30G,2,MGM,2,2,1,6,4,3,2,3,2,1,0,0,0,1,1,1,9
601,1,40G,2,MGM,2,1,1,5,2,1,1,2,1,0,1,2,1,0,0,2,7
602,0,40G,2,MGM,2,1,3,4,2,1,1,2,2,2,1,3,2,2,2,2,9
603,0,5060G,2,MGM,3,2,3,3,2,5,2,1,2,2,2,2,2,2,2,2,9
604,1,30G,1,MGM,4~,1,2,3,2,6,1,3,0,0,0,1,0,3,3,0,7
605,0,5060G,2,MGM,1,2,1,2,3,1,2,1,0,1,0,0,1,0,1,0,7
606,1,30G,2,Vender,1,3,3,4,2,2,1,3,1,0,0,0,0,0,0,0,9
607,0,40G,1,MGM,4~,1,1,7,2,1,1,3,0,0,1,0,0,0,0,0,9
608,1,5060G,2,MGM,2,3,2,4,1,5,1,0,2,2,2,2,3,3,3,2,8
609,1,5060G,2,MGM,1,3,4,2,1,1,1,2,0,0,1,0,3,0,0,0,1
610,0,40G,1,MGM,3,1,3,4,2,5,1,3,0,0,0,1,0,0,0,0,9
611,0,30G,1,MGM,2,3,1,7,4,6,1,3,1,1,0,0,0,1,1,2,9
612,0,5060G,2,MGM,3,3,2,6,1,1,2,1,3,3,3,3,3,3,3,3,5
613,0,5060G,2,MGM,0,4,2,4,1,6,1,0,2,2,2,2,2,1,1,1,6
614,1,20G,1,Vender,0,1,2,5,2,6,1,0,3,3,0,0,0,3,3,3,6
615,1,40G,1,Vender,0,2,2,4,2,6,1,2,0,0,0,0,0,0,0,0,9
616,1,40G,2,MGM,2,1,2,5,2,1,1,1,1,1,1,2,1,2,2,1,9
617,1,5060G,2,MGM,3,4,2,5,2,1,1,2,1,1,1,1,2,1,1,1,8
618,0,40G,2,MGM,3,3,2,5,2,2,2,2,2,1,1,1,1,1,1,1,7
619,0,20G,2,MGM,1,1,2,5,2,1,1,1,3,2,0,0,0,3,3,2,5
620,0,5060G,2,Vender,1,4,3,4,2,6,1,2,1,1,2,2,1,1,1,2,8
621,0,5060G,2,MGM,1,3,1,3,2,6,2,1,1,1,2,2,2,2,2,2,9
622,1,5060G,2,MGM,2,1,2,3,1,4,2,1,2,3,2,3,2,3,3,3,6
623,0,40G,1,MGM,1,1,1,7,2,1,1,3,0,2,2,2,0,1,1,2,6
624,1,5060G,2,MGM,1,3,2,6,2,1,1,1,3,2,2,1,3,3,3,2,7
625,0,30G,1,Vender,3,1,2,4,2,1,1,3,0,2,0,0,0,2,2,2,9
626,0,5060G,1,MGM,2,3,1,4,2,6,1,3,0,1,0,0,0,0,0,0,7
627,0,30G,1,MGM,2,3,1,5,2,5,2,3,0,0,0,0,0,0,0,0,4
628,0,30G,2,MGM,2,4,2,7,2,6,2,2,3,2,1,2,0,2,2,3,1
629,0,5060G,2,MGM,0,4,2,7,4,1,1,1,3,3,3,2,2,1,1,3,8
630,0,30G,1,MGM,3,1,5,4,2,1,1,3,0,0,0,0,0,0,0,0,7
631,0,5060G,2,MGM,3,3,2,3,2,1,2,1,2,3,2,2,2,3,2,3,9
632,0,5060G,2,MGM,4~,3,2,3,2,1,2,2,3,2,3,3,3,3,3,3,6
633,1,40G,2,MGM,3,3,1,7,2,3,2,,,,,,,,,,8
634,1,5060G,2,MGM,1,2,1,4,2,1,1,3,0,0,0,0,2,0,0,0,8
635,0,5060G,2,MGM,3,1,1,4,2,1,2,1,0,1,2,0,1,0,0,2,5
636,0,5060G,2,MGM,1,4,2,3,2,1,2,1,2,2,3,3,3,2,2,2,7
637,0,40G,1,MGM,4~,3,1,7,2,1,1,3,0,0,0,0,0,0,0,0,7
638,1,40G,1,MGM,4~,4,2,3,2,1,2,0,0,3,3,1,0,3,3,0,9
639,0,5060G,2,MGM,1,1,1,5,2,1,1,2,3,2,2,3,3,2,2,2,1
640,0,5060G,2,MGM,1,4,3,7,1,6,1,1,3,3,3,3,3,2,2,3,6
641,0,40G,2,MGM,2,1,2,7,1,1,2,2,1,1,1,1,1,1,1,1,5
642,1,5060G,2,MGM,1,1,2,7,1,3,1,3,1,0,1,2,3,3,3,0,8
643,0,40G,2,MGM,3,3,2,3,2,6,1,2,0,0,1,2,0,0,0,0,0
644,0,40G,2,MGM,2,3,1,5,2,1,1,1,1,0,2,2,3,1,1,0,0
645,0,5060G,2,MGM,2,3,3,3,1,6,1,0,3,3,3,3,2,3,3,3,9
646,0,5060G,2,MGM,1,3,2,5,4,6,2,1,3,3,3,2,3,3,3,2,8
647,1,5060G,2,MGM,3,2,2,5,2,3,1,2,0,0,2,0,3,0,0,1,7
648,0,40G,2,MGM,2,1,2,5,2,6,1,2,0,0,0,0,1,1,1,0,9
649,1,5060G,2,MGM,0,3,3,5,1,1,1,1,3,3,3,2,3,1,2,3,9
650,0,40G,1,MGM,2,2,2,5,4,1,1,3,0,0,0,0,0,0,0,0,4
651,0,30G,2,MGM,1,3,2,4,2,1,1,3,1,0,0,0,0,0,1,2,3
652,0,40G,2,MGM,3,2,1,6,2,1,2,2,0,0,0,0,1,0,1,0,2
653,0,5060G,1,MGM,2,1,2,6,1,5,2,3,0,0,2,0,0,0,0,0,5
654,0,5060G,2,MGM,2,4,1,6,3,1,1,2,3,2,2,3,3,2,2,1,2
655,0,5060G,2,MGM,3,2,3,4,1,1,1,2,1,2,3,3,2,0,0,2,9
656,0,30G,2,Vender,0,3,2,7,2,5,1,3,2,2,0,2,2,3,3,3,5
657,0,5060G,2,MGM,2,4,2,5,2,6,1,1,3,3,3,3,3,3,3,1,8
658,0,40G,2,MGM,1,4,2,7,2,5,2,3,0,0,0,0,0,0,0,0,1
659,0,5060G,2,MGM,1,3,2,6,1,1,1,2,1,0,1,0,2,0,1,0,1
660,0,5060G,2,MGM,3,1,2,5,1,6,1,1,3,2,2,3,3,3,3,3,2
661,0,5060G,2,MGM,2,3,2,4,1,1,2,1,3,1,3,3,3,3,3,2,8
662,1,40G,2,MGM,0,2,2,5,2,3,2,3,1,0,2,1,3,1,1,0,6
663,0,30G,1,MGM,2,3,1,3,1,1,1,3,0,1,0,1,0,0,0,2,2
664,0,5060G,2,MGM,2,2,2,2,1,2,2,0,3,3,3,3,0,3,3,3,3
665,0,5060G,2,MGM,2,3,1,5,1,3,2,1,1,2,2,1,2,2,2,2,9
666,0,40G,1,MGM,1,3,2,5,2,1,1,2,0,0,0,2,2,0,0,0,3
667,0,5060G,2,MGM,1,2,1,4,3,1,2,1,1,3,1,1,1,1,1,1,6
668,0,5060G,2,MGM,2,3,4,5,3,4,1,0,3,3,3,3,1,1,1,3,5
669,0,40G,2,MGM,4~,1,2,4,1,1,1,3,1,0,0,0,1,1,1,1,4
670,1,5060G,1,MGM,3,3,4,6,2,1,1,0,0,3,3,3,0,0,0,2,9
671,0,40G,1,MGM,2,3,2,5,1,6,1,2,0,2,2,1,0,1,1,1,5
672,0,5060G,2,MGM,1,2,1,5,2,1,1,1,3,2,3,3,3,1,1,2,8
673,0,5060G,2,MGM,1,3,2,3,2,3,1,0,3,3,3,3,3,3,3,3,4
674,0,30G,1,MGM,2,2,1,5,1,5,1,2,1,2,0,0,0,2,2,3,2
675,0,5060G,2,MGM,1,3,2,3,2,6,1,1,2,2,2,3,2,3,3,2,8
676,0,40G,2,MGM,1,4,2,3,2,1,1,2,2,2,3,3,2,2,2,3,3
677,0,5060G,2,MGM,2,2,3,4,1,1,2,1,3,2,3,2,3,3,3,1,5
678,1,5060G,2,MGM,1,4,2,5,1,5,2,0,3,3,2,3,3,3,3,3,9
679,0,5060G,2,MGM,1,4,2,5,2,1,2,1,2,2,2,1,2,2,2,2,2
680,0,5060G,2,MGM,2,4,2,4,3,6,1,2,2,2,2,3,3,2,2,1,7
681,0,40G,2,MGM,2,3,2,4,1,1,1,2,1,1,1,1,1,1,1,1,1
682,0,5060G,2,Vender,2,2,2,6,2,3,1,2,1,2,1,1,2,3,3,2,4
683,1,5060G,2,MGM,1,3,1,5,2,1,1,,,,,,,,,,9
684,0,30G,1,MGM,4~,1,2,5,2,1,1,3,1,0,0,0,0,1,1,1,8
685,0,40G,2,MGM,3,1,2,5,2,1,1,2,3,1,1,2,1,3,2,1,2
686,0,40G,2,MGM,1,1,2,5,2,1,1,2,2,2,2,1,3,2,2,3,5
687,0,5060G,2,MGM,2,4,3,3,1,1,1,1,0,1,1,0,3,0,0,0,5
688,0,40G,2,MGM,2,4,1,5,2,1,2,2,0,0,0,0,0,0,0,0,5
689,0,5060G,2,MGM,1,3,1,5,1,1,2,1,1,1,2,1,2,0,1,1,8
690,0,5060G,2,MGM,1,3,2,7,3,5,1,1,2,3,1,2,2,2,2,2,7
691,1,40G,2,MGM,1,3,1,3,1,1,1,2,1,1,1,2,2,1,1,1,9
692,0,5060G,2,MGM,2,4,2,4,2,1,1,2,1,2,2,2,2,0,1,1,7
693,0,5060G,2,MGM,2,4,1,4,4,1,1,1,3,3,3,3,3,3,3,3,6
694,1,5060G,2,MGM,3,3,2,5,4,5,2,1,3,2,2,1,2,2,2,2,9
695,0,5060G,2,MGM,2,4,1,6,2,1,1,1,1,2,2,1,2,3,3,1,1
696,0,30G,2,MGM,2,2,2,4,2,3,1,3,3,0,0,1,3,3,2,0,1
697,0,40G,2,MGM,1,3,2,3,3,1,2,3,0,0,0,0,2,0,0,0,7
698,0,5060G,2,MGM,1,1,2,4,1,1,1,1,1,1,2,2,2,2,2,2,8
699,0,30G,2,Vender,0,3,1,4,1,1,1,2,3,1,1,1,1,3,3,2,1
700,0,5060G,2,MGM,1,5,1,4,3,3,1,1,0,0,0,0,2,0,0,0,6
701,1,5060G,2,MGM,1,4,2,5,1,1,1,1,3,3,3,3,3,3,3,3,5
702,0,5060G,2,MGM,3,4,2,3,2,1,2,0,3,2,2,3,3,1,1,2,4
703,0,40G,2,MGM,1,3,2,4,1,1,1,2,1,0,1,2,2,0,1,2,1
704,0,30G,2,Vender,1,3,3,4,1,6,2,1,3,3,2,1,0,3,3,3,7
705,0,40G,1,MGM,4~,1,1,6,2,3,1,3,0,0,0,0,0,0,0,0,0
706,1,40G,2,MGM,1,3,3,5,1,6,2,2,3,2,2,1,2,1,2,2,8
707,0,5060G,2,MGM,1,4,2,4,1,1,2,0,3,3,3,3,3,3,3,3,6
708,0,5060G,2,MGM,1,3,3,5,1,5,2,1,1,0,1,1,3,1,1,1,4
709,0,5060G,2,MGM,3,3,3,3,2,1,2,2,1,1,1,1,3,3,3,2,7
710,0,40G,2,MGM,2,2,5,1,1,6,2,2,2,2,2,3,2,3,3,2,9
711,0,5060G,2,MGM,1,3,2,5,2,1,2,2,1,1,1,2,1,1,1,1,3
712,0,5060G,2,MGM,1,4,2,3,2,6,1,1,2,3,2,2,2,2,2,2,1
713,0,30G,1,MGM,4~,1,3,4,2,5,1,3,0,0,0,0,0,0,1,0,9
714,0,5060G,2,MGM,2,4,2,3,2,6,2,2,0,0,0,0,0,0,1,0,2
715,0,5060G,2,MGM,2,3,2,3,3,1,1,1,1,2,2,2,2,1,1,2,2
716,0,5060G,2,MGM,1,3,1,4,1,1,2,2,2,2,2,3,3,2,2,3,6
717,1,5060G,2,MGM,1,1,2,5,1,5,1,1,1,2,2,2,2,2,2,2,7
718,0,40G,2,MGM,4~,3,1,6,4,1,1,2,1,0,1,1,2,1,1,1,1
719,0,5060G,2,MGM,1,1,3,4,2,2,1,1,3,3,3,3,3,3,3,3,2
720,0,5060G,2,MGM,1,4,2,7,1,5,1,1,1,2,1,2,2,0,1,1,3
721,1,5060G,2,MGM,1,4,2,6,1,6,1,1,3,3,3,3,3,1,1,2,9
722,0,30G,2,MGM,3,3,1,3,1,5,1,3,3,1,0,0,0,2,2,1,2
723,0,5060G,2,MGM,1,3,2,6,2,1,2,1,1,3,2,2,1,0,0,2,2
724,0,5060G,2,MGM,2,2,2,4,1,6,1,2,1,1,2,1,2,1,1,1,8
725,0,5060G,2,MGM,3,2,2,4,1,6,1,2,1,1,2,1,2,1,1,1,7
726,0,40G,2,MGM,1,1,2,4,2,4,1,1,1,1,1,3,3,3,3,3,4
727,0,5060G,2,MGM,4~,3,2,3,2,6,2,1,1,0,0,1,2,0,0,0,5
728,0,40G,2,Vender,2,2,2,5,2,5,2,2,2,1,1,1,2,2,2,1,1
729,0,5060G,2,MGM,1,4,1,5,2,1,1,2,3,3,2,3,2,3,3,3,6
730,1,40G,2,MGM,1,3,2,6,3,1,1,3,0,0,1,0,2,0,0,0,2
731,0,5060G,2,MGM,2,3,3,3,3,6,1,1,2,2,2,2,2,2,2,3,4
732,0,5060G,2,MGM,3,4,1,7,2,1,1,1,3,0,3,3,3,1,2,2,4
733,0,5060G,2,MGM,2,4,2,5,4,5,1,1,2,3,2,2,1,1,1,2,8
734,0,5060G,2,MGM,1,2,5,2,1,6,2,1,1,0,1,1,2,1,1,0,9
735,0,5060G,2,MGM,1,3,2,5,1,2,1,,,,,,,,,,7
736,0,40G,1,MGM,2,4,2,5,1,6,2,3,0,0,0,2,1,0,0,0,7
737,0,40G,2,MGM,1,3,3,3,1,6,1,2,1,0,1,1,0,1,1,1,8
738,0,40G,2,MGM,1,3,2,4,2,6,1,2,2,1,2,2,3,3,2,1,5
739,0,40G,2,MGM,3,3,2,5,1,6,2,2,1,0,1,1,1,1,1,0,7
740,0,30G,2,MGM,1,1,3,4,2,1,1,3,1,0,0,0,0,0,0,0,5
741,0,5060G,2,MGM,2,3,1,3,2,1,2,1,3,3,3,3,3,2,2,3,5
742,0,40G,2,MGM,1,3,1,4,2,1,1,2,2,2,2,3,1,3,3,1,8
743,1,40G,1,MGM,1,1,1,6,2,6,1,3,0,0,0,0,0,0,0,0,9
744,1,40G,1,MGM,1,3,1,7,2,6,2,1,0,3,3,3,0,2,2,3,6
745,0,5060G,2,MGM,1,3,3,3,2,6,1,2,0,2,1,1,3,1,1,1,6
746,0,5060G,2,MGM,2,1,1,5,1,1,2,1,2,3,3,3,3,2,2,2,4
747,1,40G,2,MGM,1,5,2,3,1,6,2,2,0,0,1,0,0,0,0,0,7
748,1,40G,2,MGM,0,3,3,4,1,6,1,1,2,2,2,3,2,3,3,2,9
749,0,5060G,2,MGM,2,2,2,4,2,1,2,1,1,0,2,3,3,2,2,2,3
750,0,40G,2,MGM,3,1,2,5,2,1,1,,,,,,,,,,2
751,0,30G,2,MGM,4~,1,2,7,1,1,1,2,3,2,1,2,0,2,2,3,5
752,0,5060G,2,MGM,2,1,2,3,1,4,2,0,3,3,2,2,3,3,3,3,6
753,1,5060G,2,MGM,2,2,2,6,2,1,1,1,3,2,2,3,3,3,3,2,8
754,0,5060G,2,MGM,1,3,5,4,1,6,2,2,2,3,2,2,3,2,2,3,5
755,0,5060G,2,MGM,2,3,1,3,3,3,2,1,1,1,1,0,2,1,1,1,9
756,0,5060G,2,MGM,1,4,1,5,2,5,2,0,3,3,3,3,3,1,1,3,6
757,0,30G,1,MGM,2,1,1,3,2,6,1,3,1,1,0,0,0,0,1,1,9
758,0,40G,2,MGM,1,1,3,7,1,6,1,3,1,0,0,1,2,0,0,1,9
759,0,40G,2,MGM,2,4,3,6,1,3,2,2,1,0,1,1,0,1,1,1,7
760,1,5060G,1,MGM,3,3,2,4,1,6,1,1,1,3,3,3,1,3,3,3,8
761,0,5060G,2,MGM,2,1,3,5,2,6,1,1,0,1,1,1,0,0,0,2,5
762,0,5060G,2,MGM,3,4,2,4,1,6,2,1,2,2,3,3,3,3,2,3,6
763,0,5060G,2,MGM,2,4,1,4,2,6,1,1,2,2,2,1,3,2,2,2,4
764,0,40G,2,MGM,3,3,2,4,2,1,2,3,0,0,0,0,0,0,0,0,4
765,0,40G,2,MGM,2,2,2,3,2,4,1,3,1,0,1,2,2,2,2,0,1
766,0,5060G,2,MGM,2,4,1,5,1,1,2,1,3,2,2,2,3,3,3,3,3
767,0,5060G,2,MGM,2,4,1,5,1,1,2,1,3,2,2,2,3,3,3,3,9
768,1,5060G,2,MGM,1,1,3,7,2,6,2,1,2,2,2,1,3,3,2,2,9
769,0,40G,2,MGM,1,3,2,4,2,5,2,2,1,0,1,1,2,3,3,0,2
770,1,40G,2,MGM,2,3,2,3,1,2,2,2,2,1,2,1,2,2,2,1,3
771,0,5060G,2,MGM,1,1,5,1,1,6,2,2,1,1,0,0,2,1,2,2,7
772,0,40G,2,MGM,2,1,1,7,1,1,1,1,2,1,2,3,3,3,3,1,1
773,0,5060G,2,MGM,2,3,2,2,1,6,1,1,1,2,2,2,2,1,2,2,8
774,0,5060G,2,MGM,3,3,2,3,2,1,2,1,1,2,2,3,2,2,2,3,8
775,0,40G,2,MGM,1,3,2,3,1,6,1,2,2,1,2,0,2,1,1,1,9
776,1,5060G,2,MGM,1,4,1,6,1,6,1,1,1,2,2,3,3,1,1,3,5
777,0,5060G,2,MGM,1,4,3,4,1,1,2,2,2,2,2,2,3,3,3,2,6
778,0,40G,2,MGM,4~,3,1,3,2,1,1,2,1,0,0,0,1,0,0,1,7
779,0,5060G,2,MGM,2,4,1,4,2,6,1,1,2,2,2,1,2,1,1,3,8
780,1,30G,2,MGM,1,1,1,4,1,1,1,2,3,1,0,1,0,2,2,1,5
781,0,5060G,2,MGM,3,3,2,2,1,6,2,2,1,1,2,1,3,2,2,1,2
782,0,40G,2,MGM,1,3,3,5,2,1,2,2,1,2,3,3,0,1,1,3,7
783,0,40G,1,MGM,3,1,1,4,1,4,2,2,0,0,1,0,0,2,2,1,4
784,1,30G,1,MGM,2,2,5,1,1,6,1,3,1,1,0,0,0,1,1,1,9
785,0,40G,2,MGM,1,3,2,4,1,1,2,2,2,1,1,0,2,2,2,2,6
786,1,5060G,2,MGM,2,3,1,4,1,1,2,2,1,1,1,0,3,2,2,1,9
787,0,5060G,2,MGM,1,3,3,2,1,6,1,0,3,3,3,2,2,3,3,3,9
788,1,5060G,2,MGM,1,3,1,4,2,1,1,1,2,1,2,0,3,0,0,0,5
789,0,40G,1,MGM,2,1,2,4,2,1,1,3,0,1,1,2,0,0,1,1,5
790,0,5060G,2,MGM,2,1,2,3,1,1,1,1,2,3,2,2,1,2,2,3,7
791,0,5060G,2,MGM,1,3,2,6,1,5,2,1,3,2,2,1,3,3,3,3,3
792,0,5060G,2,MGM,3,1,1,4,2,1,1,2,3,3,2,2,2,2,2,2,2
793,0,5060G,2,MGM,2,3,2,5,2,1,1,0,3,3,3,3,3,3,3,3,3
794,0,5060G,2,MGM,1,2,1,3,1,1,1,1,1,2,2,2,3,1,1,2,8
795,0,40G,2,MGM,1,1,2,6,3,6,2,2,2,2,3,2,2,0,0,3,6
796,0,5060G,2,MGM,2,4,5,2,2,2,2,0,3,3,2,3,3,3,3,3,5
797,1,40G,2,MGM,1,2,1,7,3,3,1,1,3,1,2,2,3,3,3,1,6
798,0,5060G,2,MGM,1,1,2,5,2,4,1,1,1,1,1,2,3,1,1,1,5
799,0,5060G,1,MGM,2,1,3,3,2,6,1,3,0,0,1,0,0,0,0,0,8
800,0,5060G,2,MGM,1,4,2,3,2,1,1,1,3,3,1,2,1,3,3,3,6
801,0,5060G,2,MGM,2,3,1,3,3,5,2,0,3,3,3,2,3,3,3,3,1
802,0,40G,2,MGM,2,1,1,5,2,1,1,3,2,1,2,0,1,2,2,0,2
803,0,5060G,2,MGM,3,3,1,6,1,1,2,1,1,2,2,2,1,1,2,2,7
804,0,5060G,2,MGM,3,3,1,5,1,6,2,1,0,1,1,2,2,2,2,1,8
805,0,5060G,2,MGM,1,3,3,3,3,3,1,1,1,2,1,1,2,2,2,2,4
806,0,5060G,2,MGM,2,3,2,4,2,2,2,1,3,3,3,3,2,3,3,3,8
807,0,40G,1,MGM,3,3,2,7,4,1,1,3,0,0,0,0,0,0,0,0,0
808,0,40G,2,MGM,1,2,2,3,2,1,2,3,1,0,0,1,1,1,1,0,5
809,0,40G,1,MGM,2,2,2,5,2,6,1,1,0,3,2,2,0,0,0,3,8
810,0,5060G,2,MGM,2,3,2,4,2,5,1,1,1,1,1,1,2,1,1,0,8
811,0,5060G,2,MGM,1,4,2,4,2,1,1,0,1,2,2,1,1,1,1,2,8
812,0,5060G,2,MGM,2,4,3,5,1,6,2,1,0,1,1,1,2,0,0,0,5
813,0,40G,1,MGM,2,2,3,5,1,6,2,3,0,0,0,0,0,0,0,0,6
814,0,5060G,2,MGM,2,3,2,5,1,6,2,2,0,0,1,1,0,0,0,1,3
815,0,5060G,2,MGM,2,4,2,4,2,1,2,1,1,2,2,3,1,2,2,1,8
816,0,5060G,2,MGM,1,3,2,3,2,6,1,0,3,3,3,3,3,3,3,3,6
817,1,30G,2,Vender,1,4,3,5,2,5,2,3,2,1,0,0,0,1,1,2,8
818,0,5060G,2,MGM,3,3,1,4,2,6,1,1,2,3,3,3,2,2,2,3,2
819,1,5060G,2,MGM,3,4,2,5,1,6,2,2,0,0,0,0,2,0,0,1,8
820,0,30G,2,MGM,1,1,1,4,2,1,2,2,3,3,1,1,0,3,3,3,3
821,0,30G,1,MGM,2,4,2,7,1,3,1,3,0,0,0,0,0,0,0,0,2
822,0,40G,2,MGM,1,3,2,4,1,1,2,2,2,1,1,2,2,1,2,1,6
823,1,5060G,2,MGM,1,2,5,1,1,6,2,0,3,3,3,2,3,2,2,3,4
824,1,30G,1,MGM,1,1,1,4,1,1,1,2,1,2,0,0,0,0,1,2,9
825,1,5060G,2,MGM,2,4,1,5,2,2,2,1,1,2,2,2,3,2,2,2,4
826,0,40G,1,MGM,2,4,1,6,4,1,2,3,0,1,3,3,0,0,1,0,9
827,0,40G,2,MGM,1,3,1,5,2,6,1,2,0,0,1,1,1,0,1,0,2
828,0,5060G,2,MGM,1,1,3,5,2,5,2,0,0,3,3,1,2,3,3,3,1
829,0,40G,2,MGM,1,3,3,3,2,3,1,3,0,0,0,0,2,0,0,0,6
830,0,30G,2,MGM,1,3,1,4,2,1,1,1,3,1,0,0,0,3,3,2,7
831,0,5060G,2,MGM,2,3,2,4,1,1,2,1,3,3,2,3,3,3,3,3,7
832,0,40G,2,MGM,4~,3,2,5,2,5,1,0,2,3,2,2,0,1,1,3,5
833,1,5060G,1,MGM,1,3,1,4,3,4,1,1,0,3,3,2,0,1,1,0,8
834,1,40G,1,MGM,1,3,1,7,1,1,1,3,0,0,0,0,0,0,0,0,1
835,0,30G,2,MGM,2,1,2,4,2,1,1,3,2,1,0,0,0,3,3,1,8
836,0,30G,2,MGM,4~,1,2,4,2,1,1,3,2,1,0,0,0,3,3,1,2
837,0,40G,2,MGM,2,4,1,7,4,5,1,3,0,0,0,0,0,0,0,0,1
838,0,30G,2,MGM,1,1,2,5,2,1,1,3,3,1,0,1,0,3,3,2,6
839,0,5060G,2,MGM,2,3,2,4,1,5,1,0,3,3,3,2,2,2,2,3,9
840,0,40G,1,MGM,2,1,1,5,1,1,1,3,0,1,2,0,0,0,0,1,6
841,0,30G,2,MGM,2,2,5,1,1,6,2,3,1,1,0,0,0,0,0,2,0
842,0,5060G,2,MGM,1,1,2,3,1,3,1,1,3,2,3,3,3,3,2,3,8
843,0,5060G,2,MGM,1,4,3,3,2,1,2,0,3,3,3,2,3,3,3,3,3
844,0,30G,2,MGM,1,5,2,5,2,5,2,1,3,2,0,0,1,1,1,1,3
845,0,40G,2,MGM,1,3,2,4,2,1,1,1,2,1,2,2,2,3,3,2,1
846,0,40G,1,MGM,1,4,2,7,4,3,2,3,0,0,0,0,0,0,0,0,0
847,1,40G,2,MGM,1,2,5,1,1,6,2,2,1,1,2,2,2,2,2,1,3
848,0,5060G,2,Vender,1,3,1,3,1,6,1,1,3,3,3,3,3,3,3,3,3
849,0,40G,1,MGM,4~,3,2,5,1,1,2,2,0,3,2,2,0,3,3,3,8
850,0,5060G,2,MGM,1,4,2,4,2,6,1,1,2,2,3,1,3,2,2,3,9
851,1,5060G,2,MGM,2,4,1,4,1,6,2,0,2,3,2,2,0,3,3,3,8
852,0,5060G,1,MGM,2,3,1,7,1,6,1,3,0,0,0,0,0,0,0,0,9
853,1,5060G,2,MGM,3,3,1,5,2,6,2,1,2,2,2,3,3,2,2,2,5
854,1,40G,2,MGM,2,3,1,5,1,1,2,1,1,1,1,1,0,0,1,2,8
855,0,5060G,2,MGM,2,3,1,5,1,1,2,0,1,3,2,1,1,3,3,3,3
856,0,5060G,2,MGM,3,2,2,5,2,6,1,1,2,3,2,1,3,3,3,2,7
857,1,40G,1,MGM,4~,1,2,5,2,1,1,2,0,3,2,3,0,0,0,3,5
858,0,5060G,2,MGM,2,3,3,3,2,6,2,1,2,2,2,1,2,3,2,2,9
859,0,5060G,1,MGM,1,4,2,4,2,4,2,2,0,3,3,3,0,0,1,1,9
